Business_name,Username,Review Date,Visit Date,Review Title,Review Text,Rating
To Tourlou,"harisgrigoriou
Thessaloniki, Greece","October 24, 2020",October 2020,Εξαιρετικό,"Εξαιρετικά μεγάλη λίστα από γευστικά
πιάτα (της ημέρας και καταλόγου) , ευγενικό και χαμογελαστό service.

Ωραία μουσική ακόμη πιο ωραία διακόσμηση.

Φιλική προσέγγιση από τους υπεύθυνους.

Στο τέλος η μους σοκολάτα που θα σας προσφέρουν θα σας εκπλήξει ιδιαίτερα.

Θα επιστρέψω!",5.0
To Tourlou,Despina B,"July 23, 2020",July 2020,"Νόστιμα πιάτα, ωραία ατμόσφαιρα","Γευστικότατα πιάτα!!!
Ωραίο τσίπουρο
Ευγενική εξυπηρέτηση
Ζεστή ατμόσφαιρα
Σίγουρα θα το ξαναεπισκεφτω!!!",5.0
To Tourlou,Pavloux,"June 13, 2020",June 2020,"Ψαγμένη κουζίνα, εξαιρετικά υλικά","Ψαγμένη κουζίνα, εξαιρετικά υλικά, ωραίο χύμα κρασί, φιλικότατο εξυπηρέτηση! Το συνιστούμε ανεπιφύλακτα, χρειάζεται κράτηση, ίσως και απο την προηγούμενη.",5.0
To Tourlou,"billy80000
Panorama, Greece","May 10, 2020",May 2020,Όμορφο,"Ένα μαγαζάκι μικρό στην Παπαναστασίου ...έχει κάποια ιδιαίτερα πιατα! Είναι γευστικά αλλά δν είναι κ πολύ μεγάλες οι μερίδες ... Πολύ ωραίο πάντως για ποτάκι , μπυριτσα , κρασάκι",4.0
To Tourlou,"ANTONIS1967
Thessaloniki, Greece","March 7, 2020",March 2020,Ιδιαίτερη κουζίνα.,"Το μαγαζί σίγουρα δε προκαλεί από μόνο του να το επισκεφτεί κάποιος ειδικά βράδυ .
Άβολα τραπεζια και καρέκλες, τελείως αδιάφορο περιβάλλον.
Αν όμως ανοίξεις τον κατάλογο τα αρνητικά πάνε στην άκρη και τα πράγματα αλλάζουν. Πρωτότυπα πιάτα, πλούσια κάβα, καλό σέρβις, λογικότατες τιμές.
Φεύγοντας λες, να ξανάρθω να δοκιμάσω κι άλλα πιάτα.
Κι ας είναι το περιβάλλον μόνο για μεσημέρι και για ανδροπαρέες....",4.0
To Tourlou,D6234IQnikosp,"February 23, 2020",February 2020,Όλα τέλεια,"Καταπληκτικοί μεζέδες με πολύ ωραίο και ποιοτικό κρασί.Φυσιολογικές τιμές και οι άνθρωποι που το δουλεύουν πολύ φιλόξενοι. Το μαγαζί έχει χαρακτήρα με αυθεντικές μουσικές ,κάτι που δε συνηθίζεται στις μέρες μας.",5.0
To Tourlou,"psomod
Thessaloniki, Greece","February 16, 2020",February 2020,Σούπερ Τουρλού,"Μεζέδες και πιάτα ημέρας εξαιρετικά.
Προσεγμένα με σπιτική γεύση.
Κρασί κ ρακί σούπερ.
Οπουδήποτε καβουρμά τουρλού.
Για τους μερακλήδες λουκάνικο μπαρουτ (καυτερό)",5.0
To Tourlou,"vassogvr
Thessaloniki, Greece","December 6, 2019",December 2019,Εξαιρετικό φαγητό και κρασί,Καταπληκτικό φαγητό. Οτι εχουμε παρει τις τελευταίες 3 φορές που έχουμε παει ειναι πεντανόστιμο και ποιοτικοτάτο. Έχει μια πολυ καλη συλλογή απο παραδοσιακα τυρια και πολυ ωραίο λευκο χύμα κρασί. Δοκιμάστε τις πιτες που αναγράφονται στα πιατα ημέρας και θα εκπλαγείτε. Must πιάτο η μελοπιτα! Στο τέλος σερβίρουν και γλυκό κορμο σοκολάτας. Αξιζει πραγματικά!,5.0
To Tourlou,Vana K,"October 25, 2019",September 2019,ΒΡΗΚΑΜΕ ΤΟ ΣΤΕΚΙ ΜΑΣ!!!,"Ομορφο περιβάλλον πολύ καλή εξυπηρέτηση, νόστιμα και ιδιαίτερα πιάτα, πολύ καλή μουσική. Τί άλλο να θέλει κανείς? Μπράβο σας!!!Μένω στην περιοχή και χαίρομαι πολύ που βρήκα ένα μαγαζί που τα συνδυάζει όλα....",5.0
To Tourlou,Vassilis375,"October 1, 2019",October 2019,Τσίπουρο και blues,Πολύ όμορφο περιβάλλον. Πολύ καλό φαΐ ποιοτικό με υλικά από μικρές μονάδες πολύ καλή ρακή με πολύ καλή μουσική blues - rock. To προσωπικό πολύ φιλικό. Συνίσταται ανεπιφύλακτα,5.0
To Tourlou,Vassilis L,"August 25, 2019",August 2019,Blues - rock τσιπουρο,"Πολύ ωραία και νόστιμα πιάτα, όμορφο περιβάλλον. Το σαγανάκι παστουρμα ήταν εξαιρετικο η μουσική πολύ καλή και το προσωπικό φιλικό και εξυπηρετικό. Μια πολύ καλή επιλογη",4.0
To Tourlou,"MariaS0raya
Greece","August 22, 2019",July 2019,Που ακούει η καπνιστή πέστροφα Rory Gallagher?? .. στη Χαριλάου.!!,"'Ενα ουζερί-οινοπαντοπωλείο για τσίπουρο-ούζο-κρασό κατάσταση και υπέροχα πιάτα... Μικρός και συμπαθητικός ο εσωτερικός χώρος, μεγαλύτερος ο εξωτερικός επί της Παπαναστασίου.
Αρκετά μεγάλος κατάλογος για ένα μικρό ουζερί...'Ολα προσεγμένα από μικρούς παραγωγούς της χώρας... όλα καλομαγειρεμένα και νόστιμα !!!!
Κορυφαίο πιάτο τα μαυρομάτικα φασόλια με σπανάκι και καπνιστή πέστροφα-παίρνει 10'!!! Δροσερή ανηθοσαλάτα με γιαούρτι και κατσικίσιο τυρί- εξαιρετική και ντελικάτη..
Νόστιμα γιαλαντζί (δύο μερίδες -μία δεν φτάνει), μπριζολάκια με σπάνια μανιτάρια πολύ καλά...
Εξυπηρέτηση καλή και επαγγελματική ...

Και όλα αυτά τα απολαμβάνεις ακούγοντας (επιτέλους βρε αδερφέ) καλή rock μουσική και στην ένταση που πρέπει.!!!!
Το Τουρλού... στέκι στην ανατολική Θεσσαλονίκη...",4.0
To Tourlou,Thaleia L,"August 6, 2019",June 2019,αξίζει να το δοκιμάσεις!,ζεστό οικογενειακό μαγαζί με σπιτικά πιάτα με φαντασια και εξαιρετικής ποιότητας υλικά.ευγενικοι ιδιοκτητες και προσωπικό..,5.0
To Tourlou,mariabC648NY,"July 20, 2019",July 2019,❤️❤️❤️❤️❤️❤️,"Κάθε μπουκιά και μια μοναδική απόλαυση. Ζεστός μικρός χωρος, ευγενικοί άνθρωποι, υπέροχες γεύσεις που σε ταξιδεύουν.",5.0
To Tourlou,704aspak,"June 8, 2019",June 2019,Φαγητό με φιλους,Μια ευχάριστη έκπληξη σ ένα μικρό όμορφο χώρο. Ψαγμένα πιάτα ωραία μουσική καλό κρασί και πάνω από όλα....καλοι και ευγενικοί ιδιοκτήτες. Ένα μεγάλο μπράβο!!!!!,5.0
To Tourlou,swto k,"May 25, 2019",May 2019,Χαμηλοφωνο garage rock και ξυδατο χταποδι στα καρβουνα... is this heaven? ..που θα λεγε κι ο frank zappa..,"Η ταλαιπωρημενη χαριλαου απεκτησε επιτελους ενα τσιφτικο στεκι. Αγνα υλικα, οικογενειακη επιχειρηση , ειναι νομιζω αυτη τη στιγμη o top προορισμος για τη νεα γενια {παλιακος ορος ε?} της ανατολικης θεσσαλονικης, και οχι μονο. Τα smart phones δεν λειπουν, αλλα αν τολμησουν οι ιδιοκτητες να εισαγουν την κουλτουρα του κρασιου θα δημιουργηθει παταγος...Αχ αυτη η καχυποψια για τα ποτηρια με ποδι και τα εμφιαλωμενα κρασια επρπεδου που δερνει τους ελληνες. Βοηθηστε ρε παιδια και σεις, Και αναφερομαι σε σχεση με ΟΛΑ τα στεκια, ολης της χωρας.Για τα φαγητα δεν θα πω πολλα ,γιατι δεν θα φτανουν για την παρτη μου. Κοντα τα χερια παντως απο την παντζαροσαλατα με γιαουρτι και πορτοκαλι και την μελιτζανοσαλατα με σταγονιτσες γιαουρτιου και μπαλσαμικο αν θελετε να τα παμε καλα...",4.0
To Tourlou,"869alkistisk
Athens, Greece","May 7, 2019",May 2019,Από τα καλύτερα μεζεδοπωλεία στου Χαριλάου,"Πήγαμε περισσότερο από μία φορά και δοκιμάσαμε αρκετά από τα πιάτα τους! Δεν έχει μεγάλο μενού όμως ότι έχει είναι εξαιρετικό!!!! Τι να πρώτο αναφέρω? Τα υπέροχα τσιγαριστά χόρτα με καβουρμά? την μοναδική τηγανιά με πάπρικα? φοβερές πατατούλες τηγανιτές (με τσαχπινιά στο τηγάνισμα που τις κάνει τραγανές!), ωραία γλώσσα μοσχαρίσια. Δεν χρειάζεται να αναφέρω όλο τον κατάλογο, η ουσία είναι τα πιάτα του καλύπτουν όλα τα γούστα και είναι φτιαγμένα με μεράκι! Το προσωπικό ευγενικό πρόθυμο και χαμογελαστό.Ο μόνος λόγος που δεν το βαθμολόγησα με άριστα είναι το περιβάλλον που έχει πολύ πλαστικό για τα δικά μου γούστα. Ίσως περισσότερες γλάστρες να έκαναν τον χώρο ομορφότερο!",4.0
To Tourlou,Teo T,"April 12, 2019",April 2019,More than value for money,"Εξαιρετική κουζίνα, ότι καλύτερο σε χύμα κρασί και τσίπουρο με μεγάλη ποικιλία για όλα τα γούστα. Ζεστό και φιλικό περιβάλλον, άψογη εξυπηρέτηση.",5.0
To Tourlou,elenitsab79,"March 22, 2019",March 2019,Εκπληκτικοί μεζέδες,Ζεστή ατμόσφαιρα και πολύ γευστικοί μεζέδες!! Σίγουρα ένα μεζεδοπωλείο που αξίζει να επισκεφθεί κάποιος!,5.0
To Tourlou,S300OG_,"February 3, 2019",February 2019,"Εξαιρετικές γεύσεις, λογικές τιμές","Σε ένα φιλικό περιβάλλον και με ενδιαφέρουσες μουσικές επιλογές δοκιμάσαμε εξαιρετικά πιάτα..και σε πολύ λογικές τιμές. Πεντανόστιμα η ζέστη παντζαροσαλατα, τα τσιγαριαστα χόρτα με καβουρμά και η βουτυρατη μοσχαρίσια μπριζόλα. Θεσπέσιο το άγριο ρύζι με σπάνια μανιτάρια. Πολύ καλό κρασί ή μαλαγουζια Κατσανικα.
Για μη καπνιστές οπωσδήποτε προτείνεται ο έξω χώρος...",5.0
To Tourlou,"D6234IQnikosp
Thessaloniki, Greece","February 23, 2020",February 2020,Όλα τέλεια,"Καταπληκτικοί μεζέδες με πολύ ωραίο και ποιοτικό κρασί.Φυσιολογικές τιμές και οι άνθρωποι που το δουλεύουν πολύ φιλόξενοι. Το μαγαζί έχει χαρακτήρα με αυθεντικές μουσικές ,κάτι που δε συνηθίζεται στις μέρες μας.",5.0
To Tourlou,"psomod
Thessaloniki, Greece","February 16, 2020",February 2020,Σούπερ Τουρλού,"Μεζέδες και πιάτα ημέρας εξαιρετικά.
Προσεγμένα με σπιτική γεύση.
Κρασί κ ρακί σούπερ.
Οπουδήποτε καβουρμά τουρλού.
Για τους μερακλήδες λουκάνικο μπαρουτ (καυτερό)",5.0
To Tourlou,"vassogvr
Thessaloniki, Greece","December 6, 2019",December 2019,Εξαιρετικό φαγητό και κρασί,Καταπληκτικό φαγητό. Οτι εχουμε παρει τις τελευταίες 3 φορές που έχουμε παει ειναι πεντανόστιμο και ποιοτικοτάτο. Έχει μια πολυ καλη συλλογή απο παραδοσιακα τυρια και πολυ ωραίο λευκο χύμα κρασί. Δοκιμάστε τις πιτες που αναγράφονται στα πιατα ημέρας και θα εκπλαγείτε. Must πιάτο η μελοπιτα! Στο τέλος σερβίρουν και γλυκό κορμο σοκολάτας. Αξιζει πραγματικά!,5.0
To Tourlou,Vana K,"October 25, 2019",September 2019,ΒΡΗΚΑΜΕ ΤΟ ΣΤΕΚΙ ΜΑΣ!!!,"Ομορφο περιβάλλον πολύ καλή εξυπηρέτηση, νόστιμα και ιδιαίτερα πιάτα, πολύ καλή μουσική. Τί άλλο να θέλει κανείς? Μπράβο σας!!!Μένω στην περιοχή και χαίρομαι πολύ που βρήκα ένα μαγαζί που τα συνδυάζει όλα....",5.0
To Tourlou,Vassilis375,"October 1, 2019",October 2019,Τσίπουρο και blues,Πολύ όμορφο περιβάλλον. Πολύ καλό φαΐ ποιοτικό με υλικά από μικρές μονάδες πολύ καλή ρακή με πολύ καλή μουσική blues - rock. To προσωπικό πολύ φιλικό. Συνίσταται ανεπιφύλακτα,5.0
To Tourlou,Vassilis L,"August 25, 2019",August 2019,Blues - rock τσιπουρο,"Πολύ ωραία και νόστιμα πιάτα, όμορφο περιβάλλον. Το σαγανάκι παστουρμα ήταν εξαιρετικο η μουσική πολύ καλή και το προσωπικό φιλικό και εξυπηρετικό. Μια πολύ καλή επιλογη",4.0
To Tourlou,"MariaS0raya
Greece","August 22, 2019",July 2019,Που ακούει η καπνιστή πέστροφα Rory Gallagher?? .. στη Χαριλάου.!!,"'Ενα ουζερί-οινοπαντοπωλείο για τσίπουρο-ούζο-κρασό κατάσταση και υπέροχα πιάτα... Μικρός και συμπαθητικός ο εσωτερικός χώρος, μεγαλύτερος ο εξωτερικός επί της Παπαναστασίου.
Αρκετά μεγάλος κατάλογος για ένα μικρό ουζερί...'Ολα προσεγμένα από μικρούς παραγωγούς της χώρας... όλα καλομαγειρεμένα και νόστιμα !!!!
Κορυφαίο πιάτο τα μαυρομάτικα φασόλια με σπανάκι και καπνιστή πέστροφα-παίρνει 10'!!! Δροσερή ανηθοσαλάτα με γιαούρτι και κατσικίσιο τυρί- εξαιρετική και ντελικάτη..
Νόστιμα γιαλαντζί (δύο μερίδες -μία δεν φτάνει), μπριζολάκια με σπάνια μανιτάρια πολύ καλά...
Εξυπηρέτηση καλή και επαγγελματική ...

Και όλα αυτά τα απολαμβάνεις ακούγοντας (επιτέλους βρε αδερφέ) καλή rock μουσική και στην ένταση που πρέπει.!!!!
Το Τουρλού... στέκι στην ανατολική Θεσσαλονίκη...",4.0
To Tourlou,Thaleia L,"August 6, 2019",June 2019,αξίζει να το δοκιμάσεις!,ζεστό οικογενειακό μαγαζί με σπιτικά πιάτα με φαντασια και εξαιρετικής ποιότητας υλικά.ευγενικοι ιδιοκτητες και προσωπικό..,5.0
To Tourlou,mariabC648NY,"July 20, 2019",July 2019,❤️❤️❤️❤️❤️❤️,"Κάθε μπουκιά και μια μοναδική απόλαυση. Ζεστός μικρός χωρος, ευγενικοί άνθρωποι, υπέροχες γεύσεις που σε ταξιδεύουν.",5.0
To Tourlou,704aspak,"June 8, 2019",June 2019,Φαγητό με φιλους,Μια ευχάριστη έκπληξη σ ένα μικρό όμορφο χώρο. Ψαγμένα πιάτα ωραία μουσική καλό κρασί και πάνω από όλα....καλοι και ευγενικοί ιδιοκτήτες. Ένα μεγάλο μπράβο!!!!!,5.0
To Tourlou,swto k,"May 25, 2019",May 2019,Χαμηλοφωνο garage rock και ξυδατο χταποδι στα καρβουνα... is this heaven? ..που θα λεγε κι ο frank zappa..,"Η ταλαιπωρημενη χαριλαου απεκτησε επιτελους ενα τσιφτικο στεκι. Αγνα υλικα, οικογενειακη επιχειρηση , ειναι νομιζω αυτη τη στιγμη o top προορισμος για τη νεα γενια {παλιακος ορος ε?} της ανατολικης θεσσαλονικης, και οχι μονο. Τα smart phones δεν λειπουν, αλλα αν τολμησουν οι ιδιοκτητες να εισαγουν την κουλτουρα του κρασιου θα δημιουργηθει παταγος...Αχ αυτη η καχυποψια για τα ποτηρια με ποδι και τα εμφιαλωμενα κρασια επρπεδου που δερνει τους ελληνες. Βοηθηστε ρε παιδια και σεις, Και αναφερομαι σε σχεση με ΟΛΑ τα στεκια, ολης της χωρας.Για τα φαγητα δεν θα πω πολλα ,γιατι δεν θα φτανουν για την παρτη μου. Κοντα τα χερια παντως απο την παντζαροσαλατα με γιαουρτι και πορτοκαλι και την μελιτζανοσαλατα με σταγονιτσες γιαουρτιου και μπαλσαμικο αν θελετε να τα παμε καλα...",4.0
To Tourlou,"869alkistisk
Athens, Greece","May 7, 2019",May 2019,Από τα καλύτερα μεζεδοπωλεία στου Χαριλάου,"Πήγαμε περισσότερο από μία φορά και δοκιμάσαμε αρκετά από τα πιάτα τους! Δεν έχει μεγάλο μενού όμως ότι έχει είναι εξαιρετικό!!!! Τι να πρώτο αναφέρω? Τα υπέροχα τσιγαριστά χόρτα με καβουρμά? την μοναδική τηγανιά με πάπρικα? φοβερές πατατούλες τηγανιτές (με τσαχπινιά στο τηγάνισμα που τις κάνει τραγανές!), ωραία γλώσσα μοσχαρίσια. Δεν χρειάζεται να αναφέρω όλο τον κατάλογο, η ουσία είναι τα πιάτα του καλύπτουν όλα τα γούστα και είναι φτιαγμένα με μεράκι! Το προσωπικό ευγενικό πρόθυμο και χαμογελαστό.Ο μόνος λόγος που δεν το βαθμολόγησα με άριστα είναι το περιβάλλον που έχει πολύ πλαστικό για τα δικά μου γούστα. Ίσως περισσότερες γλάστρες να έκαναν τον χώρο ομορφότερο!",4.0
To Tourlou,Teo T,"April 12, 2019",April 2019,More than value for money,"Εξαιρετική κουζίνα, ότι καλύτερο σε χύμα κρασί και τσίπουρο με μεγάλη ποικιλία για όλα τα γούστα. Ζεστό και φιλικό περιβάλλον, άψογη εξυπηρέτηση.",5.0
To Tourlou,elenitsab79,"March 22, 2019",March 2019,Εκπληκτικοί μεζέδες,Ζεστή ατμόσφαιρα και πολύ γευστικοί μεζέδες!! Σίγουρα ένα μεζεδοπωλείο που αξίζει να επισκεφθεί κάποιος!,5.0
To Tourlou,S300OG_,"February 3, 2019",February 2019,"Εξαιρετικές γεύσεις, λογικές τιμές","Σε ένα φιλικό περιβάλλον και με ενδιαφέρουσες μουσικές επιλογές δοκιμάσαμε εξαιρετικά πιάτα..και σε πολύ λογικές τιμές. Πεντανόστιμα η ζέστη παντζαροσαλατα, τα τσιγαριαστα χόρτα με καβουρμά και η βουτυρατη μοσχαρίσια μπριζόλα. Θεσπέσιο το άγριο ρύζι με σπάνια μανιτάρια. Πολύ καλό κρασί ή μαλαγουζια Κατσανικα.
Για μη καπνιστές οπωσδήποτε προτείνεται ο έξω χώρος...",5.0
To Tourlou,eleniaggeliki,"November 24, 2018",October 2018,Συνοικιακό στέκι,"Υπόδειγμα οικογενειακής επιχείρησης. Παραδοσιακές πρώτες ύλες μαγειρεμένες με μεράκι και σύγχρονη ματιά.
Συχνά το επισκέπτομαι για τα επιλεγμένα τυριά από μικρούς παραγωγούς από όλα τα μέρη της Ελλάδας.",4.0
To Tourlou,Despina P,"September 21, 2018",March 2018,Ξεχωριστό!! Οικείο και αυθεντικό!,"Χαλαρό και λιακαδερό, με χαρακτήρα και μεράκι που το βλέπεις ακόμα και στις λεπτομερειες, με άριστες πρωτες ύλες και φαντασία στα πιάτα που εναλλάσονται συνεχώς, εξαιρετικό κρασί και ρακή, μουσική που σε εκπλήσσει παραπάνω από ευχάριστα και απίστευτους ιδιοκτήτες που σε φιλοξενούν στο 'σπίτι' τους!",5.0
To Tourlou,ζωη π,"September 10, 2018",September 2018,Εξαιρετικό!!!,"Μαγαζί-έκπληξη.Πως απο μια κουζίνα 2τμ βγαίνουν τόσο γευστικά και ποιοτικά πιάτα τόσο γρήγορα δεν μπορώ να καταλάβω.'Εφαγα μια πίτα με βλήτα που θα την ζήλευε και η μάνα μου( που ήταν αυθεντία στις πίτες).Η ατμόσφαιρα χαλαρή,με εξαιρετική μουσική.Νομίζω ότι όποιος μια φορά ...ξαναπήγε!!!",5.0
To Tourlou,"MariaKapageridou
Thessaloniki, Greece","September 7, 2018",September 2018,Εξαιρετικό !!!,"Ένα στέκι για ωραίο ποιοτικό φαγητό στην Χαριλάου .Οτι δοκιμάσαμε εξαιρετικό και η εξυπηρέτηση άψογη .Μαγαζί που σέβεται τον πελάτη και προσφέρει ότι καλύτερο .Δοκιμάσαμε σαλάτα με μαρούλι -ρόκα ,μελιτζάνα ψητή ,φάβα ,κοτόπουλο με κύμινο και καυτερή πιπεριά με συνοδεία εξαιρετικού χύμα κρασιού .Το κόστος στα 29,5 ευρώ και σίγουρα θα το ξαναεπισκεφτώ σύντομα .",5.0
To Tourlou,Gatzebi,"April 22, 2018",April 2018,Αγαπημένος ντάκος,"Το πιο γουστόζικο μαγαζάκι της πόλης μπορεί να σας εκπλήξει ευχάριστα με την εξαιρετική μουσική (να ρθείτε και να ακούσετε ) αν σας αρέσει η τζαζ μπλούζ .... εξαιρετικός ντάκος ωραίες ποικιλίες τυριών ελληνικών μεζεδάκια λαχταριστά , ιδιαίτερα με μεράκι και γούστό.",4.0
To Tourlou,"68stratosk
Thessaloniki, Greece","March 12, 2018",March 2018,Κρυφό διαμάντι,"Εξαιρετικό συνοικιακό μεζεδοπωλείο που άνοιξε πρόσφατα. Πολύ ωραία χειροποίητα προϊόντα, όμορφος χώρος (αν και μικρός) και φιλικότατη εξυπηρέτηση! Στην πρόσφατη επίσκεψή μας πήραμε γαύρο μαρινάτο, καπνιστή πέστροφα, ομελέτα με σέσκουλο, ποικιλία τυριών - όλα ήταν εξαιρετικά και τα συστήνω ανεπιφύλακτα! Οι τιμές πάρα πολύ καλές!",5.0
To Tourlou,"sdr0s0s
Thessaloniki, Greece","January 31, 2018",January 2018,Αρώματα Ήχοι και Γεύσεις σε αρμονία,Ένα ωραίο γευστικό και μουσικό ταξίδι με καθαρά μεσογειακές γεύσεις και ήχους .Πιάτα φτιαγμένα με πολύ αγάπη και καλές πρώτες ύλες που πρέπει να τις ψάχνουν αρκετά. Ένα από τα καλυτέρα χύμα κόκκινα κρασιά που έχω δοκιμάσει στην πόλη.Ένα ΜΕΓΑΛΟ ΜΠΡΑΒΟ για την προσπάθεια.,4.0
To Tourlou,"okcomptr
Chania Town, Greece","January 6, 2018",January 2018,Η μοναδικη αξια της απλοτητας,"Ομορφος χωρος, μικρος αλλα ζεστος. Πολυ νοστιμοι μεζεδες με αγνα υλικα σε φιλικες τιμες. Ο χωρος αποτελει μια υπενθυμιση οτι στις καλες πρωτες υλες αυτο που προεχει ειναι η απλοτητα.

Επισης καλο χυμα κρασι, και παλι σε πολυ προσιτες τιμες.",5.0
To Tourlou,"eleniaggeliki
Thessaloniki","November 24, 2018",October 2018,Συνοικιακό στέκι,"Υπόδειγμα οικογενειακής επιχείρησης. Παραδοσιακές πρώτες ύλες μαγειρεμένες με μεράκι και σύγχρονη ματιά.
Συχνά το επισκέπτομαι για τα επιλεγμένα τυριά από μικρούς παραγωγούς από όλα τα μέρη της Ελλάδας.",4.0
To Tourlou,Despina P,"September 21, 2018",March 2018,Ξεχωριστό!! Οικείο και αυθεντικό!,"Χαλαρό και λιακαδερό, με χαρακτήρα και μεράκι που το βλέπεις ακόμα και στις λεπτομερειες, με άριστες πρωτες ύλες και φαντασία στα πιάτα που εναλλάσονται συνεχώς, εξαιρετικό κρασί και ρακή, μουσική που σε εκπλήσσει παραπάνω από ευχάριστα και απίστευτους ιδιοκτήτες που σε φιλοξενούν στο 'σπίτι' τους!",5.0
To Tourlou,ζωη π,"September 10, 2018",September 2018,Εξαιρετικό!!!,"Μαγαζί-έκπληξη.Πως απο μια κουζίνα 2τμ βγαίνουν τόσο γευστικά και ποιοτικά πιάτα τόσο γρήγορα δεν μπορώ να καταλάβω.'Εφαγα μια πίτα με βλήτα που θα την ζήλευε και η μάνα μου( που ήταν αυθεντία στις πίτες).Η ατμόσφαιρα χαλαρή,με εξαιρετική μουσική.Νομίζω ότι όποιος μια φορά ...ξαναπήγε!!!",5.0
To Tourlou,"MariaKapageridou
Thessaloniki, Greece","September 7, 2018",September 2018,Εξαιρετικό !!!,"Ένα στέκι για ωραίο ποιοτικό φαγητό στην Χαριλάου .Οτι δοκιμάσαμε εξαιρετικό και η εξυπηρέτηση άψογη .Μαγαζί που σέβεται τον πελάτη και προσφέρει ότι καλύτερο .Δοκιμάσαμε σαλάτα με μαρούλι -ρόκα ,μελιτζάνα ψητή ,φάβα ,κοτόπουλο με κύμινο και καυτερή πιπεριά με συνοδεία εξαιρετικού χύμα κρασιού .Το κόστος στα 29,5 ευρώ και σίγουρα θα το ξαναεπισκεφτώ σύντομα .",5.0
To Tourlou,Gatzebi,"April 22, 2018",April 2018,Αγαπημένος ντάκος,"Το πιο γουστόζικο μαγαζάκι της πόλης μπορεί να σας εκπλήξει ευχάριστα με την εξαιρετική μουσική (να ρθείτε και να ακούσετε ) αν σας αρέσει η τζαζ μπλούζ .... εξαιρετικός ντάκος ωραίες ποικιλίες τυριών ελληνικών μεζεδάκια λαχταριστά , ιδιαίτερα με μεράκι και γούστό.",4.0
To Tourlou,"68stratosk
Thessaloniki, Greece","March 12, 2018",March 2018,Κρυφό διαμάντι,"Εξαιρετικό συνοικιακό μεζεδοπωλείο που άνοιξε πρόσφατα. Πολύ ωραία χειροποίητα προϊόντα, όμορφος χώρος (αν και μικρός) και φιλικότατη εξυπηρέτηση! Στην πρόσφατη επίσκεψή μας πήραμε γαύρο μαρινάτο, καπνιστή πέστροφα, ομελέτα με σέσκουλο, ποικιλία τυριών - όλα ήταν εξαιρετικά και τα συστήνω ανεπιφύλακτα! Οι τιμές πάρα πολύ καλές!",5.0
To Tourlou,"sdr0s0s
Thessaloniki, Greece","January 31, 2018",January 2018,Αρώματα Ήχοι και Γεύσεις σε αρμονία,Ένα ωραίο γευστικό και μουσικό ταξίδι με καθαρά μεσογειακές γεύσεις και ήχους .Πιάτα φτιαγμένα με πολύ αγάπη και καλές πρώτες ύλες που πρέπει να τις ψάχνουν αρκετά. Ένα από τα καλυτέρα χύμα κόκκινα κρασιά που έχω δοκιμάσει στην πόλη.Ένα ΜΕΓΑΛΟ ΜΠΡΑΒΟ για την προσπάθεια.,4.0
To Tourlou,"okcomptr
Chania Town, Greece","January 6, 2018",January 2018,Η μοναδικη αξια της απλοτητας,"Ομορφος χωρος, μικρος αλλα ζεστος. Πολυ νοστιμοι μεζεδες με αγνα υλικα σε φιλικες τιμες. Ο χωρος αποτελει μια υπενθυμιση οτι στις καλες πρωτες υλες αυτο που προεχει ειναι η απλοτητα.

Επισης καλο χυμα κρασι, και παλι σε πολυ προσιτες τιμες.",5.0
Gorilla Bar SKG,Nasia C,"March 2, 2021",June 2020,best cocktails!,"Excellent cocktails, nice and polite staff and amazing music! One of the best in town! A proper place for every age!",5.0
Gorilla Bar SKG,"John C
Washington DC, District of Columbia","December 18, 2019",November 2019,"Very cool, creative cocktails.","Very cool, creative cocktail menu. They have really unusual drinks that all taste great (try the Cinema)! The staff were really friendly and attentive. The atmosphere is cool and funky, and they were playing very cool music when I visited. I will definitely come back next time I visit Thessaloniki.",5.0
Gorilla Bar SKG,gchrisovelidis,"May 18, 2019",May 2019,Great cocktails,This place is great for a drink! We hang out a lot there with friends and we always enjoy our time! Recommended!,5.0
Gorilla Bar SKG,Antwniadhs,"March 27, 2019",September 2018,S U P E R B,"Must visit this place. Probably the best coffee in town. Also, if you like cocktails you should try all of them. These guys know what they do. Love this place!",5.0
Gorilla Bar SKG,AnnA E,"January 13, 2019",January 2019,Must visit place!,"The most delicious breakfast I have ever had. The pancakes with red berries are AMAZING! Cool interior and atmosphere, Berlin style! Friendly staff! Must visit place!",5.0
Gorilla Bar SKG,"supernovaki
Thessaloniki Region, Greece","December 18, 2018",December 2018,Superb,"I think it’s the best cocktail bar in Thessaloniki! The design is amazing in a beautiful small road in the city center!
You can enjoy a delicious cocktail after a long and stressful day at work and relax!
The staff is friendly, polite with a big smile all the time! The owner is working with the staff and he is ready to surprise you with the best flavors! The quality of the products is very good, and the most important?? you don’t have hangover after one cocktail the next day!",5.0
Gorilla Bar SKG,Danai S,"September 26, 2018",September 2018,Best Cocktails in town!,"Superb cocktails, nice and fun staff and some dancing too especially during Friday or Saturday evening, nice :)",5.0
Gorilla Bar SKG,ktsoumakis,"April 29, 2018",April 2018,"Urban, extraordinary","Amazing atmosphere, great coctails, kind staff, good music and beautiful design, one of the best in town",5.0
Gorilla Bar SKG,ebhelena,"February 15, 2018",January 2018,Good place to have a drink in Thessaloniki,We went one evening and we took some coffees. They were so good and the price is normal for the city. The place is so nice and very well decorated. It’s a special bar in Thessaloniki.,4.0
